ECM_Flip,ECM_Rotate
0.007651417050510645,0.034613147377967834
0.004049325827509165,0.00758773647248745
0.004024251364171505,0.009946182370185852
0.005594955291599035,0.03610329329967499
0.0043860385194420815,0.018055997788906097
0.011088525876402855,0.020312951877713203
0.004800927825272083,0.014314679428935051
0.004599932115525007,0.020245574414730072
0.005058259703218937,0.04548320919275284
0.008314164355397224,0.010116253048181534
0.0061289239674806595,0.024120157584547997
0.005718384403735399,0.012782029807567596
0.005450182128697634,0.01848253235220909
0.010946502909064293,0.026977429166436195
0.005582834593951702,0.008370124734938145
0.007759841158986092,0.012950034812092781
0.004420838784426451,0.012098022736608982
0.004110435955226421,0.010022145695984364
0.00469491071999073,0.018548138439655304
0.005160332657396793,0.0178349819034338
0.006216583773493767,0.028836803510785103
0.00394047424197197,0.011849988251924515
0.011476768180727959,0.05856280028820038
0.00944388099014759,0.02630762755870819
0.006858303677290678,0.03753180801868439
0.004560091067105532,0.012255263514816761
0.014889314770698547,0.01736944168806076
0.004755210131406784,0.01800447888672352
0.003691051620990038,0.006621169857680798
0.0037192576564848423,0.009631394408643246
0.00392871955409646,0.020619403570890427
0.010370507836341858,0.02378591150045395
0.0038805045187473297,0.013266397640109062
0.00534093426540494,0.015294147655367851
0.007517263293266296,0.011203112080693245
0.003284038510173559,0.007869351655244827
0.006211630068719387,0.015070097520947456
0.012122459709644318,0.021485254168510437
0.004766031634062529,0.014322848059237003
0.007914770394563675,0.021282602101564407
0.004934846423566341,0.008679293096065521
0.006064685061573982,0.04725967347621918
0.005261627025902271,0.02218519151210785
0.0041384766809642315,0.0093555748462677
0.008788546547293663,0.043259598314762115
0.0047704316675662994,0.03508225083351135
0.0034007602371275425,0.011208556592464447
0.00867959950119257,0.015565336681902409
0.0065009999088943005,0.016781745478510857
0.005554016679525375,0.0066140880808234215
0.013112861663103104,0.02604612149298191
0.012095294892787933,0.023294568061828613
0.011764707043766975,0.016878478229045868
0.005640965420752764,0.021549716591835022
0.003648691810667515,0.009190686047077179
0.010132361203432083,0.03198612853884697
0.0054314034059643745,0.025805465877056122
0.0049692741595208645,0.05031054466962814
0.010050213895738125,0.017752747982740402
0.005438928492367268,0.008295956067740917
